,case_id,st_cd,naics_code_description,case_violtn_cnt,findings_start_date,findings_end_date,h2a_violtn_cnt,h2a_bw_atp_amt,h2a_ee_atp_cnt,h2a_cmp_assd_amt,ld_dt,start_year,end_year,start_month_int,end_month_int,start_quarter,end_quarter,ld_dt_object,ld_dt_year,ld_dt_month,ld_dt_quarter,total_employment
20612,1496884,MS,Potato Farming,8,5/10/2007,11/1/2007,7,0.0,0,500.0,2015-02-20 01:00:06 EST,2007,2007,5,11,JUN,DEC,2015-02-20 01:00:06,2015,2,MAR,16
20671,1409221,NC,All Other Miscellaneous Crop Farming,39,8/16/2003,8/6/2005,39,0.0,0,6500.0,2015-02-20 01:00:06 EST,2003,2005,8,8,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,35
21227,1395650,FL,Farm Labor Contractors and Crew Leaders,251,11/1/2004,6/30/2005,248,0.0,0,71600.0,2015-02-20 01:00:06 EST,2004,2005,11,6,DEC,JUN,2015-02-20 01:00:06,2015,2,MAR,88
21316,1709246,KY,Tobacco Farming,4,12/21/2011,12/20/2013,3,0.0,0,337.5,2015-02-20 01:00:06 EST,2011,2013,12,12,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,14
22788,1421480,MO,Nursery and Tree Production,45,11/23/2003,11/19/2005,34,13918.29,10,6150.0,2015-02-20 01:00:06 EST,2003,2005,11,11,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,20
22871,1487367,IA,Farm Labor Contractors and Crew Leaders,92,1/1/2007,8/31/2007,87,3250.0,24,11100.0,2015-02-20 01:00:06 EST,2007,2007,1,8,MAR,SEP,2015-02-20 01:00:06,2015,2,MAR,14
23154,1482812,MI,Other Vegetable (except Potato) and Melon Farming,69,3/15/2007,8/1/2007,65,0.0,0,2650.0,2015-02-20 01:00:06 EST,2007,2007,3,8,MAR,SEP,2015-02-20 01:00:06,2015,2,MAR,34
23506,1480689,UT,Floriculture Production,123,8/3/2005,7/29/2007,123,24681.16,71,0.0,2015-02-20 01:00:06 EST,2005,2007,8,7,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,13
23543,1489393,NC,Tobacco Farming,42,1/1/2007,8/18/2007,39,5990.07,13,10600.0,2015-02-20 01:00:06 EST,2007,2007,1,8,MAR,SEP,2015-02-20 01:00:06,2015,2,MAR,35
23595,1496234,PA,Nursery and Tree Production,19,11/19/2005,11/10/2007,19,1485.4,4,1425.0,2015-02-20 01:00:06 EST,2005,2007,11,11,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,61
23601,1483973,NJ,Other Vegetable (except Potato) and Melon Farming,3,4/7/2007,9/19/2007,3,0.0,0,300.0,2015-02-20 01:00:06 EST,2007,2007,4,9,JUN,SEP,2015-02-20 01:00:06,2015,2,MAR,35
23710,1437844,KY,Nursery and Tree Production,8,3/30/2004,3/29/2006,8,0.0,0,0.0,2015-02-20 01:00:06 EST,2004,2006,3,3,MAR,MAR,2015-02-20 01:00:06,2015,2,MAR,14
23780,1495542,MS,Other Farm Product Raw Material Merchant Wholesalers,36,1/1/2007,11/21/2007,36,0.0,0,500.0,2015-02-20 01:00:06 EST,2007,2007,1,11,MAR,DEC,2015-02-20 01:00:06,2015,2,MAR,16
23795,1482961,NY,All Other Miscellaneous Crop Farming,6,1/6/2007,8/11/2007,5,447.66,2,0.0,2015-02-20 01:00:06 EST,2007,2007,1,8,MAR,SEP,2015-02-20 01:00:06,2015,2,MAR,87
23949,1645566,ME,Logging,1,2/25/2010,2/24/2012,1,0.0,0,0.0,2015-02-20 01:00:06 EST,2010,2012,2,2,MAR,MAR,2015-02-20 01:00:06,2015,2,MAR,4
23984,1774771,KY,Tobacco Farming,6,3/4/2013,12/18/2015,4,0.0,0,450.0,2016-06-11 02:22:25 EDT,2013,2015,3,12,MAR,DEC,2016-06-11 02:22:25,2016,6,JUN,14
24157,1495579,ID,Sheep Farming,12,10/24/2006,12/31/2007,12,1568.0,8,11100.0,2015-02-20 01:00:06 EST,2006,2007,10,12,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,5
24280,1486459,OH,Nursery and Tree Production,5,8/19/2006,8/18/2007,5,0.0,0,0.0,2015-02-20 01:00:06 EST,2006,2007,8,8,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,29
24282,1486461,OH,Nursery and Tree Production,83,8/5/2006,8/4/2007,78,0.0,0,58500.0,2015-02-20 01:00:06 EST,2006,2007,8,8,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,29
24364,1669042,VT,Apple Orchards,51,9/21/2010,9/20/2012,17,22447.5,2,20050.0,2016-06-11 02:22:25 EDT,2010,2012,9,9,SEP,SEP,2016-06-11 02:22:25,2016,6,JUN,3
24658,1485008,ID,Dual-Purpose Cattle Ranching and Farming,5,5/28/2007,9/28/2007,5,350.4,1,0.0,2015-02-20 01:00:06 EST,2007,2007,5,9,JUN,SEP,2015-02-20 01:00:06,2015,2,MAR,5
24725,1495626,VA,All Other Miscellaneous Crop Farming,41,10/28/2005,10/24/2007,22,2566.52,22,0.0,2015-02-20 01:00:06 EST,2005,2007,10,10,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,24
24744,1493023,ID,Wheat Farming,5,11/2/2005,11/1/2007,5,742.8,5,750.0,2015-02-20 01:00:06 EST,2005,2007,11,11,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,5
24764,1496345,PA,Support Activities for Forestry,9,2/16/2007,10/30/2007,8,0.0,0,0.0,2015-02-20 01:00:06 EST,2007,2007,2,10,MAR,DEC,2015-02-20 01:00:06,2015,2,MAR,61
24992,1485248,ME,Berry (except Strawberry) Farming,4,7/24/2006,9/1/2007,4,488.0,2,900.0,2015-02-20 01:00:06 EST,2006,2007,7,9,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,4
24994,1485260,ME,Berry (except Strawberry) Farming,1,8/1/2006,9/7/2007,1,0.0,0,0.0,2015-02-20 01:00:06 EST,2006,2007,8,9,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,4
25046,1490550,NY,Vegetable and Melon Farming,87,9/11/2005,9/2/2007,82,102.51,2,250.0,2015-02-20 01:00:06 EST,2005,2007,9,9,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,87
25084,1555664,NY,Other Crop Farming,4,9/11/2007,9/9/2009,4,2129.1,4,0.0,2015-02-20 01:00:06 EST,2007,2009,9,9,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,87
25116,1498037,NC,Grape Vineyards,2,1/1/2007,12/26/2007,1,269.5,1,0.0,2015-02-20 01:00:06 EST,2007,2007,1,12,MAR,DEC,2015-02-20 01:00:06,2015,2,MAR,35
25393,1418463,MA,Tobacco Farming,24,9/13/2003,9/13/2005,24,0.0,0,0.0,2015-02-20 01:00:06 EST,2003,2005,9,9,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,17
25455,1372345,MD,Farm Labor Contractors and Crew Leaders,15,6/21/2004,8/2/2004,15,0.0,0,0.0,2015-02-20 01:00:06 EST,2004,2004,6,8,JUN,SEP,2015-02-20 01:00:06,2015,2,MAR,22
25521,1768230,NC,Tobacco Farming,3,8/18/2013,8/17/2015,3,0.0,0,3450.0,2016-02-19 01:00:04 EST,2013,2015,8,8,SEP,SEP,2016-02-19 01:00:04,2016,2,MAR,36
25775,1736368,KY,Tobacco Farming,31,9/11/2012,9/10/2014,31,0.0,0,0.0,2015-05-08 01:00:06 EDT,2012,2014,9,9,SEP,SEP,2015-05-08 01:00:06,2015,5,JUN,14
25811,1510015,VA,Nursery and Floriculture Production,37,1/4/2008,4/23/2008,25,0.0,0,2625.0,2015-02-20 01:00:06 EST,2008,2008,1,4,MAR,JUN,2015-02-20 01:00:06,2015,2,MAR,24
25812,1510018,VA,Apple Orchards,62,5/3/2006,4/30/2008,61,4135.35,22,600.0,2015-02-20 01:00:06 EST,2006,2008,5,4,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,24
26227,1637430,NC,Nursery and Tree Production,3,3/4/2010,11/24/2011,2,0.0,0,400.0,2015-02-20 01:00:06 EST,2010,2011,3,11,MAR,DEC,2015-02-20 01:00:06,2015,2,MAR,35
26238,1743070,MS,All Other Miscellaneous Crop Farming,95,1/1/2014,10/15/2014,95,0.0,0,0.0,2016-02-19 01:00:04 EST,2014,2014,1,10,MAR,DEC,2016-02-19 01:00:04,2016,2,MAR,16
26259,1497822,KY,Tobacco Farming,10,1/5/2006,1/4/2008,6,0.0,0,0.0,2015-02-20 01:00:06 EST,2006,2008,1,1,MAR,MAR,2015-02-20 01:00:06,2015,2,MAR,14
26454,1626619,NY,Other Crop Farming,1,2/15/2011,8/31/2011,1,0.0,0,0.0,2015-02-20 01:00:06 EST,2011,2011,2,8,MAR,SEP,2015-02-20 01:00:06,2015,2,MAR,87
26540,1564740,KS,"General Freight Trucking, Long-Distance",75,12/31/2007,12/27/2009,73,3450.0,6,19725.0,2015-02-20 01:00:06 EST,2007,2009,12,12,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,23
26705,1448225,MA,Fruit and Tree Nut Farming,6,9/17/2005,8/5/2006,6,538.18,6,0.0,2015-02-20 01:00:06 EST,2005,2006,9,8,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,17
26747,1642130,FL,Farm Labor Contractors and Crew Leaders,1,10/1/2010,3/9/2012,1,271.4,1,0.0,2015-02-20 01:00:06 EST,2010,2012,10,3,DEC,MAR,2015-02-20 01:00:06,2015,2,MAR,88
26995,1571572,TN,Nursery and Tree Production,6,3/6/2008,2/25/2010,3,0.0,0,1500.0,2015-02-20 01:00:06 EST,2008,2010,3,2,MAR,MAR,2015-02-20 01:00:06,2015,2,MAR,18
27104,1554069,NY,Grape Vineyards,4,3/27/2009,7/31/2009,4,1098.0,2,0.0,2015-02-20 01:00:06 EST,2009,2009,3,7,MAR,SEP,2015-02-20 01:00:06,2015,2,MAR,87
27110,1510037,VA,Floriculture Production,43,5/19/2006,5/16/2008,39,625.0,4,600.0,2015-02-20 01:00:06 EST,2006,2008,5,5,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,24
27228,1519357,NC,Nursery and Floriculture Production,6,5/31/2008,9/2/2008,6,0.0,0,1500.0,2015-02-20 01:00:06 EST,2008,2008,5,9,JUN,SEP,2015-02-20 01:00:06,2015,2,MAR,35
27278,1615309,CO,Other Noncitrus Fruit Farming,17,4/12/2009,4/11/2011,17,2966.44,10,5512.5,2015-02-20 01:00:06 EST,2009,2011,4,4,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,23
27497,1586738,VA,Other Vegetable (except Potato) and Melon Farming,3,7/26/2008,7/24/2010,2,0.0,0,0.0,2015-02-20 01:00:06 EST,2008,2010,7,7,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,24
27578,1555866,OH,Corn Farming,3,9/6/2007,9/19/2009,3,1410.75,2,0.0,2015-02-20 01:00:06 EST,2007,2009,9,9,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,29
27584,1725403,UT,Sheep Farming,1,12/1/2012,4/15/2014,1,0.0,0,900.0,2015-04-01 01:00:03 EDT,2012,2014,12,4,DEC,JUN,2015-04-01 01:00:03,2015,4,JUN,12
27590,1558946,NY,Other Vegetable (except Potato) and Melon Farming,38,5/10/2009,9/17/2009,38,870.0,29,0.0,2015-02-20 01:00:06 EST,2009,2009,5,9,JUN,SEP,2015-02-20 01:00:06,2015,2,MAR,87
27721,1659134,LA,Sugarcane Farming,16,3/1/2011,8/10/2012,13,762.57,9,7650.0,2015-02-20 01:00:06 EST,2011,2012,3,8,MAR,SEP,2015-02-20 01:00:06,2015,2,MAR,18
27913,1498958,FL,Farm Labor Contractors and Crew Leaders,3,11/27/2007,3/13/2008,1,0.0,0,0.0,2015-02-20 01:00:06 EST,2007,2008,11,3,DEC,MAR,2015-02-20 01:00:06,2015,2,MAR,88
28121,1563015,NY,Apple Orchards,4,1/1/2008,10/28/2009,3,0.0,0,250.0,2015-02-20 01:00:06 EST,2008,2009,1,10,MAR,DEC,2015-02-20 01:00:06,2015,2,MAR,87
28273,1622131,LA,Landscaping Services,87,3/1/2010,7/18/2011,87,7330.51,20,42600.0,2015-02-20 01:00:06 EST,2010,2011,3,7,MAR,SEP,2015-02-20 01:00:06,2015,2,MAR,18
28281,1533540,NY,Grape Vineyards,2,2/16/2008,12/20/2008,2,152.81,2,0.0,2015-02-20 01:00:06 EST,2008,2008,2,12,MAR,DEC,2015-02-20 01:00:06,2015,2,MAR,87
28390,1762840,ND,Other Crop Farming,1,2/3/2014,2/2/2016,1,0.0,0,2700.0,2016-11-07 01:00:04 EST,2014,2016,2,2,MAR,MAR,2016-11-07 01:00:04,2016,11,DEC,2
28488,1659110,LA,Sugarcane Farming,7,8/9/2010,8/8/2012,7,0.0,0,1200.0,2015-02-20 01:00:06 EST,2010,2012,8,8,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,18
28640,1622155,LA,Sugarcane Farming,62,7/20/2009,7/19/2011,58,9361.68,43,50462.5,2015-02-20 01:00:06 EST,2009,2011,7,7,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,18
28641,1622156,LA,Nursery and Floriculture Production,20,6/24/2009,6/22/2011,18,3001.71,6,6862.5,2015-02-20 01:00:06 EST,2009,2011,6,6,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,18
28851,1597657,VA,Apple Orchards,44,10/7/2008,10/6/2010,44,3990.0,14,6300.0,2015-04-01 01:00:03 EDT,2008,2010,10,10,DEC,DEC,2015-04-01 01:00:03,2015,4,JUN,25
28880,1585910,SC,Other Noncitrus Fruit Farming,3,2/20/2009,8/3/2010,3,0.0,0,500.0,2015-02-20 01:00:06 EST,2009,2010,2,8,MAR,SEP,2015-02-20 01:00:06,2015,2,MAR,14
28939,1412368,MN,All Other Crop Farming,1,3/1/2005,5/20/2005,1,1467.58,1,0.0,2015-02-20 01:00:06 EST,2005,2005,3,5,MAR,JUN,2015-02-20 01:00:06,2015,2,MAR,12
29103,1485123,MI,Vegetable and Melon Farming,2,8/5/2005,8/4/2007,2,219.78,2,0.0,2015-02-20 01:00:06 EST,2005,2007,8,8,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,34
29190,1759451,UT,Sheep Farming,2,3/8/2014,5/5/2015,1,0.0,0,562.5,2016-02-19 01:00:04 EST,2014,2015,3,5,MAR,JUN,2016-02-19 01:00:04,2016,2,MAR,12
29883,1692234,IN,Other Vegetable (except Potato) and Melon Farming,2,4/1/2012,4/30/2013,1,0.0,0,0.0,2015-02-20 01:00:06 EST,2012,2013,4,4,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,13
29985,1476952,UT,Hog and Pig Farming,58,7/1/2005,6/29/2007,58,191788.48,58,0.0,2015-02-20 01:00:06 EST,2005,2007,7,6,SEP,JUN,2015-02-20 01:00:06,2015,2,MAR,13
30247,1559364,TX,Farm Labor Contractors and Crew Leaders,50,7/30/2009,10/31/2009,41,524.25,3,51300.0,2015-02-20 01:00:06 EST,2009,2009,7,10,SEP,DEC,2015-02-20 01:00:06,2015,2,MAR,130
30343,1728231,CO,Sheep Farming,2,5/2/2012,5/14/2014,2,0.0,0,1950.0,2016-02-19 01:00:04 EST,2012,2014,5,5,JUN,JUN,2016-02-19 01:00:04,2016,2,MAR,23
30406,1723188,UT,Dairy Cattle and Milk Production,3,4/17/2012,4/16/2014,2,0.0,0,1800.0,2015-05-08 01:00:06 EDT,2012,2014,4,4,JUN,JUN,2015-05-08 01:00:06,2015,5,JUN,12
30469,1558687,NY,Apple Orchards,61,9/27/2008,11/6/2009,61,3111.18,35,0.0,2015-02-20 01:00:06 EST,2008,2009,9,11,SEP,DEC,2015-02-20 01:00:06,2015,2,MAR,87
30526,1458297,NH,Apple Orchards,63,10/19/2004,10/10/2006,62,0.0,0,0.0,2015-02-20 01:00:06 EST,2004,2006,10,10,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,8
30646,1701259,KY,Vegetable and Melon Farming,26,3/14/2011,7/19/2013,23,848.95,8,5250.0,2015-02-20 01:00:06 EST,2011,2013,3,7,MAR,SEP,2015-02-20 01:00:06,2015,2,MAR,14
31324,1715076,FL,Farm Labor Contractors and Crew Leaders,8,9/1/2013,12/19/2013,5,0.0,0,40050.0,2015-02-20 01:00:06 EST,2013,2013,9,12,SEP,DEC,2015-02-20 01:00:06,2015,2,MAR,88
31566,1590821,OH,Other Vegetable (except Potato) and Melon Farming,3,8/19/2008,8/19/2010,3,1364.76,3,0.0,2015-02-20 01:00:06 EST,2008,2010,8,8,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,29
31625,1733006,NY,Apple Orchards,6,9/10/2012,9/10/2014,6,0.0,0,0.0,2015-04-01 01:00:03 EDT,2012,2014,9,9,SEP,SEP,2015-04-01 01:00:03,2015,4,JUN,87
31810,1578626,SC,Noncitrus Fruit and Tree Nut Farming,3,1/8/2010,4/2/2010,2,0.0,0,4750.0,2015-02-20 01:00:06 EST,2010,2010,1,4,MAR,JUN,2015-02-20 01:00:06,2015,2,MAR,14
31834,1602254,TN,Tobacco Farming,1,12/10/2008,12/8/2010,1,0.0,0,1500.0,2015-02-20 01:00:06 EST,2008,2010,12,12,DEC,DEC,2015-02-20 01:00:06,2015,2,MAR,18
32055,1660964,CA,Other Crop Farming,15,3/20/2012,7/22/2012,11,1258.96,2,16950.0,2016-11-07 01:00:04 EST,2012,2012,3,7,MAR,SEP,2016-11-07 01:00:04,2016,11,DEC,130
32081,1752712,FL,Citrus (except Orange) Groves,144,11/3/2014,2/21/2015,143,45760.53,140,95287.5,2016-11-07 01:00:04 EST,2014,2015,11,2,DEC,MAR,2016-11-07 01:00:04,2016,11,DEC,83
32087,1441689,SC,Strawberry Farming,6,4/20/2005,4/19/2006,2,0.0,0,0.0,2015-02-20 01:00:06 EST,2005,2006,4,4,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,14
32122,1761781,CO,Sheep and Goat Farming,2,2/10/2013,6/10/2015,2,0.0,0,1200.0,2016-11-07 01:00:04 EST,2013,2015,2,6,MAR,JUN,2016-11-07 01:00:04,2016,11,DEC,20
32228,1656110,NC,Other Crop Farming,4,5/21/2010,5/21/2012,4,0.0,0,2400.0,2015-02-20 01:00:06 EST,2010,2012,5,5,JUN,JUN,2015-02-20 01:00:06,2015,2,MAR,35
32374,1746002,LA,Sugarcane Farming,44,1/1/2013,12/31/2014,42,56451.76,30,40500.0,2016-11-07 01:00:04 EST,2013,2014,1,12,MAR,DEC,2016-11-07 01:00:04,2016,11,DEC,19
32428,1716133,LA,Shellfish Farming,7,2/11/2012,2/10/2014,7,71.12,2,2812.5,2015-02-20 01:00:06 EST,2012,2014,2,2,MAR,MAR,2015-02-20 01:00:06,2015,2,MAR,18
32542,1735379,VA,Tobacco Farming,6,4/12/2013,8/11/2014,5,97.75,1,3150.0,2016-11-07 01:00:04 EST,2013,2014,4,8,JUN,SEP,2016-11-07 01:00:04,2016,11,DEC,26
32578,1622940,TX,Farm Labor Contractors and Crew Leaders,63,6/1/2009,12/1/2009,57,4722.52,28,46000.0,2016-11-07 01:00:04 EST,2009,2009,6,12,JUN,DEC,2016-11-07 01:00:04,2016,11,DEC,131
32665,1665197,NY,Apple Orchards,1,10/26/2011,9/5/2012,1,0.0,0,0.0,2015-02-20 01:00:06 EST,2011,2012,10,9,DEC,SEP,2015-02-20 01:00:06,2015,2,MAR,87
32689,1749039,TX,Hotels (except Casino Hotels) and Motels,7,9/15/2013,9/14/2015,7,2847.55,5,1950.0,2016-11-07 01:00:04 EST,2013,2015,9,9,SEP,SEP,2016-11-07 01:00:04,2016,11,DEC,131
32791,1718086,OK,"Nursery, Garden Center, and Farm Supply Stores",4,3/27/2012,3/26/2014,3,0.0,0,575.0,2016-11-07 01:00:04 EST,2012,2014,3,3,MAR,MAR,2016-11-07 01:00:04,2016,11,DEC,16
32880,1736677,NV,Support Activities for Animal Production,14,6/1/2012,8/10/2014,14,1375.62,5,12750.0,2016-11-07 01:00:04 EST,2012,2014,6,8,JUN,SEP,2016-11-07 01:00:04,2016,11,DEC,15
32973,1752086,AR,Dual-Purpose Cattle Ranching and Farming,7,3/1/2014,3/28/2015,4,0.0,0,0.0,2016-11-07 01:00:04 EST,2014,2015,3,3,MAR,MAR,2016-11-07 01:00:04,2016,11,DEC,16
33003,1737575,ME,All Other Miscellaneous Crop Farming,9,7/28/2014,8/21/2014,5,0.0,0,1950.0,2016-11-07 01:00:04 EST,2014,2014,7,8,SEP,SEP,2016-11-07 01:00:04,2016,11,DEC,3
33114,1758909,VA,Floriculture Production,147,2/1/2015,5/2/2015,145,63988.46,141,3037.5,2016-11-07 01:00:04 EST,2015,2015,2,5,MAR,JUN,2016-11-07 01:00:04,2016,11,DEC,26
33130,1628971,MS,Other Vegetable (except Potato) and Melon Farming,37,9/10/2009,9/1/2011,37,4975.68,34,0.0,2016-11-07 01:00:04 EST,2009,2011,9,9,SEP,SEP,2016-11-07 01:00:04,2016,11,DEC,16
33136,1527392,NC,Tobacco Farming,82,1/1/2008,10/20/2008,81,0.0,0,1250.0,2015-02-20 01:00:06 EST,2008,2008,1,10,MAR,DEC,2015-02-20 01:00:06,2015,2,MAR,35
33263,1744768,TX,Apiculture,6,11/15/2012,11/14/2014,6,0.0,0,5550.0,2016-02-19 01:00:04 EST,2012,2014,11,11,DEC,DEC,2016-02-19 01:00:04,2016,2,MAR,136
33268,1755926,GA,All Other Miscellaneous Crop Farming,2,5/19/2014,12/3/2014,1,960.0,1,6000.0,2016-11-07 01:00:04 EST,2014,2014,5,12,JUN,DEC,2016-11-07 01:00:04,2016,11,DEC,48
33284,1691834,AR,Support Activities for Forestry,5,8/8/2011,6/12/2013,1,0.0,0,1050.0,2016-11-07 01:00:04 EST,2011,2013,8,6,SEP,JUN,2016-11-07 01:00:04,2016,11,DEC,16
33331,1559733,NY,Apple Orchards,29,3/16/2009,10/1/2009,28,0.0,0,700.0,2015-02-20 01:00:06 EST,2009,2009,3,10,MAR,DEC,2015-02-20 01:00:06,2015,2,MAR,87
33371,1753803,KS,Farm Labor Contractors and Crew Leaders,23,3/18/2013,3/15/2015,22,4433.86,5,7350.0,2016-11-07 01:00:04 EST,2013,2015,3,3,MAR,MAR,2016-11-07 01:00:04,2016,11,DEC,24
33515,1702719,TN,Tobacco Farming,10,6/23/2013,8/3/2013,4,0.0,0,1050.0,2016-11-07 01:00:04 EST,2013,2013,6,8,JUN,SEP,2016-11-07 01:00:04,2016,11,DEC,20
33563,1763089,CA,Fruit and Tree Nut Farming,21,9/1/2014,7/1/2015,21,7223.61,12,0.0,2016-11-07 01:00:04 EST,2014,2015,9,7,SEP,SEP,2016-11-07 01:00:04,2016,11,DEC,130
33611,1745087,NY,Turkey Production,4,10/14/2014,11/18/2014,4,0.0,0,0.0,2015-05-08 01:00:06 EDT,2014,2014,10,11,DEC,DEC,2015-05-08 01:00:06,2015,5,JUN,87
33624,1449764,NJ,"Greenhouse, Nursery, and Floriculture Production",14,3/27/2006,10/20/2006,14,18096.0,14,0.0,2015-02-20 01:00:06 EST,2006,2006,3,10,MAR,DEC,2015-02-20 01:00:06,2015,2,MAR,35
33657,1521580,KY,Tobacco Farming,22,8/6/2007,8/5/2008,22,1271.78,6,5600.0,2015-02-20 01:00:06 EST,2007,2008,8,8,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,14
33920,1704243,NC,Other Crop Farming,56,8/27/2011,8/25/2013,56,13022.67,35,0.0,2016-11-07 01:00:04 EST,2011,2013,8,8,SEP,SEP,2016-11-07 01:00:04,2016,11,DEC,35
33960,1656099,NC,Tobacco Farming,23,4/19/2012,7/11/2012,22,0.0,0,7050.0,2016-11-07 01:00:04 EST,2012,2012,4,7,JUN,SEP,2016-11-07 01:00:04,2016,11,DEC,35
33968,1559734,TN,Other Vegetable (except Potato) and Melon Farming,94,9/29/2008,9/30/2009,89,37833.25,21,27500.0,2015-02-20 01:00:06 EST,2008,2009,9,9,SEP,SEP,2015-02-20 01:00:06,2015,2,MAR,18
34031,1534922,FL,Citrus (except Orange) Groves,2,11/20/2008,1/15/2009,1,0.0,0,23000.0,2015-02-20 01:00:06 EST,2008,2009,11,1,DEC,MAR,2015-02-20 01:00:06,2015,2,MAR,88
34054,1761016,NC,All Other Miscellaneous Crop Farming,6,4/1/2015,6/2/2015,2,0.0,0,750.0,2016-11-07 01:00:04 EST,2015,2015,4,6,JUN,JUN,2016-11-07 01:00:04,2016,11,DEC,35
34075,1743007,KY,Tobacco Farming,28,5/27/2012,10/20/2014,27,14360.24,4,16537.5,2016-11-07 01:00:04 EST,2012,2014,5,10,JUN,DEC,2016-11-07 01:00:04,2016,11,DEC,13
34196,1599712,AR,Farm Labor Contractors and Crew Leaders,168,1/19/2010,11/5/2010,165,28981.2,15,0.0,2016-11-07 01:00:04 EST,2010,2010,1,11,MAR,DEC,2016-11-07 01:00:04,2016,11,DEC,16
34283,1790763,SC,Noncitrus Fruit and Tree Nut Farming,3,1/1/2016,5/4/2016,3,0.0,0,0.0,2016-11-07 01:00:04 EST,2016,2016,1,5,MAR,JUN,2016-11-07 01:00:04,2016,11,DEC,14
34368,1789084,VA,Vegetable and Melon Farming,1,6/14/2014,6/13/2016,1,0.0,0,0.0,2016-11-07 01:00:04 EST,2014,2016,6,6,JUN,JUN,2016-11-07 01:00:04,2016,11,DEC,26
34402,1775431,LA,Sugarcane Farming,18,12/1/2013,11/30/2015,16,496.62,13,2475.0,2016-11-07 01:00:04 EST,2013,2015,12,11,DEC,DEC,2016-11-07 01:00:04,2016,11,DEC,19
34704,1780366,MA,Apple Orchards,5,4/1/2015,12/1/2015,1,0.0,0,600.0,2016-11-07 01:00:04 EST,2015,2015,4,12,JUN,DEC,2016-11-07 01:00:04,2016,11,DEC,18
34745,1773057,KY,Tobacco Farming,71,12/15/2013,12/10/2015,67,16839.32,17,10125.0,2016-11-07 01:00:04 EST,2013,2015,12,12,DEC,DEC,2016-11-07 01:00:04,2016,11,DEC,13
35055,1773384,LA,Nursery and Tree Production,2,10/24/2013,10/23/2015,2,67.88,1,1125.0,2016-11-07 01:00:04 EST,2013,2015,10,10,DEC,DEC,2016-11-07 01:00:04,2016,11,DEC,19
35056,1773387,LA,Nursery and Tree Production,3,10/24/2013,10/22/2015,1,0.0,0,562.5,2016-11-07 01:00:04 EST,2013,2015,10,10,DEC,DEC,2016-11-07 01:00:04,2016,11,DEC,19
35084,1789708,KY,Horses and Other Equine Production,3,1/16/2014,4/27/2016,3,0.0,0,750.0,2016-11-07 01:00:04 EST,2014,2016,1,4,MAR,JUN,2016-11-07 01:00:04,2016,11,DEC,13
35096,1769452,SC,Noncitrus Fruit and Tree Nut Farming,32,3/15/2010,9/3/2015,29,43950.0,12,33750.0,2016-11-07 01:00:04 EST,2010,2015,3,9,MAR,SEP,2016-11-07 01:00:04,2016,11,DEC,14
35438,1777098,WY,Sheep Farming,2,5/15/2015,11/18/2015,1,4636.49,1,0.0,2016-11-07 01:00:04 EST,2015,2015,5,11,JUN,DEC,2016-11-07 01:00:04,2016,11,DEC,0
35507,1772035,ID,Nursery and Tree Production,5,1/1/2015,9/23/2015,2,0.0,0,2400.0,2016-11-07 01:00:04 EST,2015,2015,1,9,MAR,SEP,2016-11-07 01:00:04,2016,11,DEC,4
35713,1766543,WV,Nursery and Tree Production,5,9/1/2013,8/23/2015,5,142.32,3,300.0,2016-11-07 01:00:04 EST,2013,2015,9,8,SEP,SEP,2016-11-07 01:00:04,2016,11,DEC,7
35765,1767002,WA,Postharvest Crop Activities (except Cotton Ginning),6,10/20/2013,10/17/2015,2,0.0,0,1800.0,2016-11-07 01:00:04 EST,2013,2015,10,10,DEC,DEC,2016-11-07 01:00:04,2016,11,DEC,19
